day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token1Balance,token0PriceUSD,token1PriceUSD,outputTokenSupply,outputTokenPriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyOPRewardROI,dailyLDORewardROI
19272,28092105,1665167120,289.14334949488415,55.5761134245100835129381505,0.0111152226849020167025876301,0.06241231757360702,0.15017929174256053,1443.108612,1325.586199,0.0,0.0,0.0,,,
19274,28445163,1665358870,286.73678893832334,311.874328968487153823558464,0.0623748657936974307647116928,0.09198899430795325,0.11768121912321473,1430.277049,1318.537,0.0,0.0,0.0,,,
19275,28574910,1665441267,281.83162727576257,422.670593601628875459431973,0.0845341187203257750918863946,0.09521432707673752,0.11422577445066474,1405.438371,1295.8,0.0,0.0,0.0,,,
19276,28651375,1665479457,279.26328465446875,1.5496546266977489843404945,0.0003099309253395497968680989,0.09410524502097903,0.1154370643496725,1391.837201,1284.545,0.0,0.0,0.0,,,
19277,28938978,1665616726,53585.00418717365,18553.2673890809618455754811895,3.7106534778161923691150962379,21.342446936042716,18.264280918449742,1403.188319,1294.194502,41.47305604094603,1292.0437822153638,6.366911033314006e-05,0.0,,
19278,29174874,1665683342,1663.2922418207836,91675.3013905735720641582179125,18.3350602781147144128316435825,0.6565571240004223,0.5903374535971889,1385.043951,1277.12,1.3036777677855877,1275.84613538822,0.01024274880423006,0.0,,
19279,29352103,1665763489,1711.070303998678,1151.2459523579124061616877045,0.2302491904715824812323375409,0.48067273737871924,0.7826527237947213,1424.408398,1311.432247,1.3036777677855877,1312.4948098985246,0.000128627044831305,0.0,,
19280,29573572,1665869320,1666.2118323729374,664.0313833478641110760323065,0.1328062766695728222152064613,0.4995426854313809,0.7620256348326441,1389.185422,1275.881508,1.3036777677855877,1278.0856386031235,7.419126585447939e-05,0.0,,
19281,29774996,1665960580,1707.1728612003762,3321.786493487776153633489556,0.6643572986975552307266979112,0.6662946232599511,0.5805299682493377,1419.242503,1311.8,1.3036777677855877,1309.5052346410423,0.00037113839952510915,0.0,,
19282,29933936,1666036436,1737.554693094552,1373.6491426396589851021164765,0.2747298285279317970204232953,0.6716242924087329,0.585948410453368,1432.331152,1323.6085,1.3146717577033469,1321.6642731642432,0.00014548902965915803,0.0,,
19283,30075311,1666098469,1748.7326284304727,4093.367737456556538471763341,0.8186735474913113076943526682,0.6737925781487406,0.5842302546591588,1441.589762,1330.64,1.3146717577033469,1330.1667265488416,0.00043354600652699703,0.0,,
19284,30309864,1666223142,1689.9537414087952,2743.7578309963235207197259245,0.5487515661992647041439451849,0.6746441227937633,0.5837409788332183,1394.259232,1283.66,1.3146717577033469,1285.456792926809,0.00029060307473004215,0.0,,
19285,30469747,1666300744,1685.5418553559125,3440.474998954273319504582875,0.688094999790854663900916575,0.6593006246412183,0.6009327320663006,1389.723846,1280.17,1.3146717577033469,1282.100908823396,0.0003643953565919827,0.0,,
19286,30669687,1666394676,831.5811505436225,2138.8780661310055274072353245,0.4277756132262011054814470649,0.6245429794613788,0.6392459168503154,0.0,1300.878314,1.3146717577033469,632.5389936088268,0.00022653768327090726,0.0,,
19287,30801186,1666457246,1731.0626535425436,1250.7137449008367730687339095,0.2501427489801673546137467819,0.6543296854402797,0.6069968755442993,1427.147971,1313.412643,1.3146717577033469,1316.726128327733,0.0001324684182289249,0.0,,
19288,31044380,1666566801,1801.7041815415298,2617.164322046109550527098778,0.5234328644092219101054197556,0.5794926881083041,0.6890400036604756,1483.212998,1367.3997,1.3146717577033469,1370.4593340386346,0.00027719501716526844,0.0,,
19289,31239429,1666643970,3237.979795678235,3681.425973565756145802381265,0.736285194713151229160476253,1.2201972721954688,1.0767645870579072,1462.822278,1349.457495,2.395214762572587,1351.8536401305716,0.00020929831376482452,0.0,,
19290,31484072,1666727508,5074.37877748758,801.6836149703637875613455175,0.1603367229940727575122691035,1.6459672378000416,1.6123831007716485,1621.776529,1491.5734,3.390036985223223,1496.85056523165,2.8878867538388916e-05,0.0,,
19291,31804413,1666826739,5349.969438589933,4751.0266239960966937736154975,0.9502053247992193387547230995,1.721752710678219,1.5305005207980076,1706.458066,1575.870511,3.390036985223223,1578.1448585693395,0.0001711451574955969,0.0,,
19292,32061513,1666898810,101239.81966460904,11119.2835537218425148020262395,2.2238567107443685029604052479,30.84332328918882,31.378319911982917,1691.928057,1563.344875,64.6607713894758,1565.7069578524522,2.0311295618295826e-05,0.0,,
19293,32367168,1666995791,103651.63160243644,2001.0265006046888060881663605,0.4002053001209377612176332721,31.159542802248886,32.7323733601222,1689.869977,1557.97,66.34964820551282,1562.2031827717256,3.6708244998477513e-06,0.0,,
19294,32656091,1667085645,104940.75507489295,74174.5788195323957523637456115,14.8349157639064791504727491223,32.94877925420014,29.11691496132381,1756.353215,1616.622529,64.68389395427702,1622.362981874162,0.00013252197757220678,0.0,,
19295,32943999,1667173340,5408.433492949536,1392.2598926512793077761447775,0.2784519785302558615552289555,1.5757994254387442,1.7140370335017128,1702.276376,1590.39,3.413159550024459,1584.5826758701564,4.592735842208207e-05,0.0,,
19296,33184210,1667245783,3791.9189887037246,117.4398478610534287958670485,0.0234879695722106857591734097,1.1657013719406255,1.1617516122104485,1691.72334,1566.492141,2.4193336761198343,1567.3402251752493,5.699823475085707e-06,0.0,,
19297,33499922,1667346480,3828.754898628599,208.283092082078880363849304,0.0416566184164157760727698608,1.1627173732155383,1.1650348580698267,1708.373912,1581.410941,2.4193336761198343,1582.565867792663,1.0108807864920392e-05,0.0,,
19298,33800257,1667426230,3664.0167990805903,919.3808581833389587510743385,0.1838761716366677917502148677,1.156158871858349,1.1723161392878363,1639.394601,1508.651231,2.4193336761198343,1514.4735243618807,4.462121412331701e-05,0.0,,
19299,34109638,1667519113,2041.2634736028913,177.1145543954339616515449555,0.0354229108790867923303089911,0.6375895099288786,0.6447353369501189,1655.37845,1529.017385,1.3324284972020763,1531.987253266704,1.594596174553024e-05,0.0,,
19300,34448069,1667603275,2199.636466374805,12.663289949127428266448452,0.0025326579898254856532896904,0.6446413368109556,0.6370376814013569,1781.846174,1649.8,1.3324284972020763,1650.847659738403,1.140100189905959e-06,0.0,,
19301,34806946,1667690283,2181.88238939281,321.518463716617841749719761,0.0643036927433235683499439522,0.634911144709126,0.6477011988973445,1777.250878,1626.5,1.3324284972020763,1637.5230595671549,2.8946921614698274e-05,0.0,,
19302,35181297,1667772122,2154.8993836093255,446.231163873362004946096179,0.0892462327746724009892192358,0.6348598479606054,0.6478135819913382,1755.522537,1606.0,1.3324284972020763,1617.272062354062,4.01750442987395e-05,0.0,,
