,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,date
391,16794011,1678405787,3549668.982694067181800535101368165,1316433.6337722550106614218795137,2023-03-09 23:49:20
392,16801067,1678491851,3558888.479682798553996279615343021,1216253.300422930456834548479814,2023-03-10 23:45:04
393,16808231,1678578887,3788322.683457216199023072277188378,1489180.9371645424161920868706484,2023-03-11 23:55:44
394,16815303,1678664831,3956311.649111086276423077317170439,1124978.4453959624230499253954659,2023-03-12 23:47:12
395,16822445,1678751435,4198547.299573422580549419246159941,2505682.9958932131063755168638124,2023-03-13 23:51:28
396,16829516,1678837271,4258788.138263442251666712586663933,8808096.907356051860198350966981,2023-03-14 23:40:48
397,16836710,1678924799,4207942.589065519874763976623135421,5397780.4861655490014247969642631,2023-03-16 00:00:00
398,16843791,1679010743,4622259.107075972011822764511149853,1755006.7329810354386421822411532,2023-03-16 23:51:28
399,16850923,1679097335,4987585.571820683037990322088034518,1238320.2822258986981754568380116,2023-03-17 23:55:44
400,16857786,1679180591,4974670.723748836091075267000252719,7916465.9205918389207101794122509,2023-03-18 23:02:24
